pidx,Year,Patient services,Claim lines,Paid (dollars),YoY growth (percent)
3587,2018,33696,35576,1732447,
3587,2019,36245,37372,1885728,8.8
3587,2020,36019,37259,1904639,1.0
3587,2021,41433,42713,2352126,23.5
3587,2022,41128,42457,2296474,-2.4
3587,2023,43764,45147,2540782,10.6
3587,2024,26276,27693,1503969,-40.8
1041,2018,16934,20114,5701391,
1041,2019,17634,20187,4489132,-21.3
1041,2020,22840,26488,5662575,26.1
1041,2021,28685,34119,7456883,31.7
1041,2022,15824,18787,7434155,-0.3
1041,2023,15419,16514,8648028,16.3
1041,2024,17697,18582,9422559,9.0
9038,2018,6768,6983,1101699,
9038,2019,6566,6745,974982,-11.5
9038,2020,7438,7809,1137563,16.7
9038,2021,4438,4637,793512,-30.2
9038,2022,3515,3646,542865,-31.6
9038,2023,1516,1562,75021,-86.2
9038,2024,919,961,18566,-75.3
33168,2019,96,146,7896,
33168,2020,542,896,47582,502.6
33168,2021,668,1042,53873,13.2
33168,2022,838,1393,116830,116.9
33168,2023,917,1495,122142,4.5
33168,2024,627,1019,80989,-33.7
39679,2018,2240,2381,25180,
39679,2019,4260,4504,40311,60.1
39679,2020,3127,3324,40975,1.6
39679,2021,3030,3149,50871,24.2
39679,2022,2127,2193,42623,-16.2
39679,2023,1458,1501,37291,-12.5
39679,2024,2578,2650,36372,-2.5
43588,2018,447,2693,59276,
43588,2019,318,1838,43652,-26.4
43588,2020,230,1594,32712,-25.1
43588,2021,300,2149,44826,37.0
43588,2022,184,1393,30565,-31.8
40091,2020,261,315,6511,
40091,2021,3866,4987,97188,1392.6
40091,2022,3800,4698,88978,-8.4
40091,2023,2347,2812,49716,-44.1
40091,2024,1411,1489,23839,-52.0
49112,2018,477,497,12536,
49112,2019,787,807,22247,77.5
49112,2020,640,662,20328,-8.6
49112,2021,648,662,18584,-8.6
49112,2022,777,791,28388,52.8
49112,2023,827,893,25578,-9.9
49112,2024,668,680,21148,-17.3
3983,2018,1996,23436,1530965,
3983,2019,2021,25398,1800271,17.6
3983,2020,2138,25613,1864291,3.6
3983,2021,2012,30211,2244539,20.4
3983,2022,1928,30749,2275796,1.4
3983,2023,1716,17771,1761098,-22.6
3983,2024,1404,15585,1206629,-31.5
20542,2018,6625,8401,147932,
20542,2019,11118,15896,328147,121.8
20542,2020,5088,6550,109335,-66.7
20542,2021,6525,8828,142794,30.6
20542,2022,7146,9406,183052,28.2
20542,2023,5725,7207,193592,5.8
20542,2024,2673,2984,87145,-55.0
12567,2018,4058,4548,240075,
12567,2019,4389,4981,284431,18.5
12567,2020,4553,5041,374279,31.6
12567,2021,5220,5919,422260,12.8
12567,2022,5455,6061,426123,0.9
12567,2023,5968,6718,576608,35.3
12567,2024,5276,6008,512918,-11.0
51778,2018,154,205,7656,
51778,2019,207,304,11198,46.3
51778,2020,343,521,20871,86.4
51778,2021,382,466,19996,-4.2
51778,2022,330,395,19423,-2.9
51778,2023,403,473,25185,29.7
51778,2024,323,396,21751,-13.6
49630,2018,567,579,46220,
49630,2019,607,614,88367,91.2
49630,2020,56,57,9589,-89.1
9123,2018,13230,15172,417163,
9123,2019,14719,17256,486615,16.6
9123,2020,19120,21591,658179,35.3
9123,2021,23798,27116,875685,33.0
9123,2022,21314,24532,799174,-8.7
9123,2023,19858,22986,702136,-12.1
9123,2024,16531,19412,646200,-8.0
37753,2018,280,324,11580,
37753,2019,490,849,17033,47.1
37753,2020,1273,2865,71025,317.0
37753,2021,1635,3774,87561,23.3
37753,2022,418,765,37283,-57.4
37753,2023,556,1485,69233,85.7
37753,2024,237,587,18524,-73.2
37144,2018,140,162,3785,
37144,2019,239,264,61297,1519.6
37144,2020,499,894,142213,132.0
37144,2021,455,509,56540,-60.2
37144,2022,416,457,48830,-13.6
37144,2023,103,110,12970,-73.4
35399,2018,101,102,17642,
35399,2019,231,245,16423,-6.9
35399,2020,1755,2108,68610,317.8
35399,2021,774,1011,36386,-47.0
35399,2022,1235,1387,52517,44.3
35399,2023,2548,2895,108292,106.2
35399,2024,1242,1302,68013,-37.2
15024,2018,194,808,0,
15024,2019,198,256,648961,
15024,2020,196,221,331857,-48.9
15024,2021,206,245,0,-100.0
15024,2022,204,239,0,
15024,2023,157,184,578263,
15024,2024,76,92,550106,-4.9
44262,2018,184,207,8406,
44262,2019,356,411,13074,55.5
44262,2020,716,762,21427,63.9
44262,2021,788,875,35761,66.9
44262,2022,1043,1165,43174,20.7
44262,2023,987,1110,46441,7.6
44262,2024,678,766,33539,-27.8
7161,2018,16488,17988,615452,
7161,2019,23197,25114,797855,29.6
7161,2020,28321,30212,816084,2.3
7161,2021,27705,29461,997929,22.3
7161,2022,28655,30744,1151853,15.4
7161,2023,26422,28357,1086348,-5.7
7161,2024,23855,25416,878204,-19.2
7004,2018,27961,32501,1699081,
7004,2019,16092,16715,921669,-45.8
7004,2020,12965,14944,528069,-42.7
7004,2021,17762,19989,920409,74.3
7004,2022,14269,15182,748692,-18.7
7004,2023,17922,18618,952561,27.2
7004,2024,14017,14523,728829,-23.5
31204,2018,1137,1167,40114,
31204,2019,1877,1967,70793,76.5
31204,2020,898,944,33077,-53.3
31204,2021,1960,2052,75755,129.0
31204,2022,1848,1954,79075,4.4
31204,2023,2032,2076,107235,35.6
31204,2024,1829,1867,89950,-16.1
21683,2018,3613,4144,56179,
21683,2019,3357,3745,201029,257.8
21683,2020,2537,2751,177374,-11.8
21683,2021,2950,3295,221732,25.0
21683,2022,2427,2682,167932,-24.3
21683,2023,2428,2781,180644,7.6
21683,2024,1487,1668,71234,-60.6
35928,2018,536,536,28391,
35928,2019,1295,1305,71117,150.5
35928,2020,694,701,39266,-44.8
35928,2021,696,704,43306,10.3
35928,2022,1250,1265,81393,87.9
35928,2023,978,987,63088,-22.5
35928,2024,474,478,27921,-55.7
44070,2020,154,186,3473,
44070,2021,1898,2022,51798,1391.3
44070,2022,2147,2208,60118,16.1
44070,2023,1747,1785,54205,-9.8
44070,2024,1050,1209,34820,-35.8
53078,2018,155,155,11892,
53078,2019,434,471,23618,98.6
53078,2020,418,460,19562,-17.2
53078,2021,415,499,15634,-20.1
53078,2022,458,554,19130,22.4
53078,2023,359,458,18099,-5.4
53078,2024,196,503,8311,-54.1
37982,2018,161,164,15209,
37982,2019,320,324,33253,118.6
37982,2020,355,358,35026,5.3
37982,2021,334,334,35845,2.3
37982,2022,626,628,72735,102.9
37982,2023,569,573,63178,-13.1
37982,2024,437,438,52360,-17.1
16183,2018,4400,5031,186024,
16183,2019,5704,6344,207114,11.3
16183,2020,4504,4993,162060,-21.8
16183,2021,7841,9024,298227,84.0
16183,2022,6501,7390,311212,4.4
16183,2023,6803,8513,403576,29.7
16183,2024,4933,5894,284172,-29.6
22676,2018,12866,13866,154375,
22676,2019,20646,21909,209096,35.4
22676,2020,17099,17751,139008,-33.5
22676,2021,15670,15980,159620,14.8
22676,2022,17472,17970,155894,-2.3
22676,2023,12702,13052,109709,-29.6
22676,2024,7805,8002,56926,-48.1
43498,2018,1171,1502,13591,
43498,2019,4034,5058,27117,99.5
43498,2020,2430,3019,23774,-12.3
43498,2021,4048,4826,34321,44.4
43498,2022,3189,4011,38928,13.4
43498,2023,3080,3645,38905,-0.1
43498,2024,2763,3528,35641,-8.4
6057,2018,663,913,370274,
6057,2019,585,2410,340110,-8.1
6057,2020,862,10162,615030,80.8
6057,2021,1704,26910,1592709,159.0
6057,2022,1727,26384,1687849,6.0
6057,2023,1614,24993,1541793,-8.7
6057,2024,1490,22904,1625070,5.4
46181,2018,1417,1764,31284,
46181,2019,1059,1270,22336,-28.6
46181,2020,631,751,13548,-39.3
46181,2021,690,875,15059,11.2
46181,2022,870,1098,30574,103.0
46181,2023,1048,1214,34375,12.4
46181,2024,985,1171,31313,-8.9
30386,2018,144,150,7757,
30386,2019,706,744,34959,350.7
30386,2020,1279,1332,62254,78.1
30386,2021,1555,1593,77229,24.1
30386,2022,2126,2196,114828,48.7
30386,2023,2104,2236,115711,0.8
30386,2024,2076,2186,116187,0.4
20539,2018,182,183,2044,
20539,2019,54,55,230,-88.7
20539,2020,674,786,34629,14939.7
20539,2021,2975,3503,265458,666.6
20539,2022,3548,4311,369933,39.4
20539,2023,3390,3651,357493,-3.4
20539,2024,1794,1930,162737,-54.5
41617,2020,339,372,12761,
41617,2021,1969,2160,71678,461.7
41617,2022,1496,1657,60484,-15.6
41617,2023,1495,1638,64266,6.3
41617,2024,559,686,30708,-52.2
52402,2018,278,351,18027,
52402,2019,497,538,22555,25.1
52402,2020,265,296,15143,-32.9
52402,2021,148,171,9591,-36.7
52402,2022,182,213,10794,12.5
52402,2023,126,151,8553,-20.8
52402,2024,639,725,36501,326.7
8624,2018,9254,10685,943646,
8624,2019,8843,9806,980908,3.9
8624,2020,8352,8694,990057,0.9
8624,2021,6150,6290,731287,-26.1
8624,2022,5269,5366,608402,-16.8
8624,2023,4300,4342,365862,-39.9
8624,2024,3330,3395,342275,-6.4
33292,2020,171,472,22715,
33292,2021,867,2287,107533,373.4
33292,2022,936,2317,115254,7.2
33292,2023,973,2431,118329,2.7
33292,2024,584,1243,61462,-48.1
16518,2018,12885,16923,641480,
16518,2019,11283,13558,585810,-8.7
16518,2020,8212,10077,416408,-28.9
16518,2021,1168,1318,127935,-69.3
16518,2022,226,233,13306,-89.6
13473,2018,8133,8172,483963,
13473,2019,7217,7341,263954,-45.5
13473,2020,10091,10299,257830,-2.3
13473,2021,11807,11984,296649,15.1
13473,2022,12214,12420,373397,25.9
13473,2023,13083,13200,493439,32.1
13473,2024,9266,9302,356210,-27.8
51852,2018,402,413,17814,
51852,2019,347,371,10285,-42.3
51852,2020,285,308,8717,-15.2
51852,2021,286,309,7548,-13.4
51852,2022,224,242,6508,-13.8
51852,2023,612,629,25092,285.5
51852,2024,1185,1227,49601,97.7
22685,2018,8801,9189,156493,
22685,2019,7303,7587,159135,1.7
22685,2020,6557,6957,133251,-16.3
22685,2021,8042,8651,154547,16.0
22685,2022,7944,8371,153139,-0.9
22685,2023,7623,8019,139103,-9.2
22685,2024,6605,6952,88246,-36.6
32039,2018,1127,1183,40422,
32039,2019,1319,1376,67823,67.8
32039,2020,1842,1920,83711,23.4
32039,2021,1826,1880,97115,16.0
32039,2022,1632,1665,79882,-17.7
32039,2023,1530,1575,78290,-2.0
32039,2024,287,295,17606,-77.5
9661,2018,10637,10976,692579,
9661,2019,10469,11171,598552,-13.6
9661,2020,8393,8518,468542,-21.7
9661,2021,13325,13733,678047,44.7
9661,2022,14076,14685,698609,3.0
9661,2023,14007,14753,612443,-12.3
9661,2024,10963,11668,511526,-16.5
3009,2018,19,394,50044,
3009,2019,1070,23527,3396265,6686.6
3009,2020,1404,31138,4057934,19.5
3009,2021,1436,31899,4109716,1.3
3009,2022,1429,31785,4284016,4.2
3009,2023,368,7892,1130489,-73.6
23549,2018,1970,2240,136437,
23549,2019,2312,2744,166470,22.0
23549,2020,1947,2122,132114,-20.6
23549,2021,2772,2924,180974,37.0
23549,2022,2934,3643,230008,27.1
23549,2023,910,935,65516,-71.5
25658,2018,126,309,13302,
25658,2019,364,932,65118,389.5
25658,2020,656,1629,121461,86.5
25658,2021,863,2006,137525,13.2
25658,2022,957,2340,166761,21.3
25658,2023,1034,2589,139069,-16.6
25658,2024,952,2890,124308,-10.6
52774,2018,528,538,5125,
52774,2019,1002,1072,14653,185.9
52774,2020,886,903,15640,6.7
52774,2021,1459,1661,21884,39.9
52774,2022,1336,1434,19878,-9.2
52774,2023,1190,1223,22717,14.3
52774,2024,1297,1307,18563,-18.3
2855,2020,38,44,4614,
2855,2021,3581,39284,2646923,57262.2
2855,2022,4301,54476,5364256,102.7
2855,2023,4059,55121,5304358,-1.1
2855,2024,2988,52160,4533928,-14.5
40831,2018,60,70,1277,
40831,2019,60,67,969,-24.1
40831,2020,543,644,13178,1259.9
40831,2021,2243,2637,76661,481.8
40831,2022,1931,2111,69018,-10.0
40831,2023,1751,2080,63196,-8.4
40831,2024,826,1016,28746,-54.5
1963,2018,1716,8157,954010,
1963,2019,2553,12095,1286709,34.9
1963,2020,5961,24419,2415844,87.8
1963,2021,17861,56901,6319570,161.6
1963,2022,15533,45467,5355363,-15.3
1963,2023,16868,42894,5327149,-0.5
1963,2024,15705,39645,4764760,-10.6
44719,2018,197,965,94734,
44719,2019,134,734,67456,-28.8
44719,2020,51,229,21513,-68.1
44719,2021,12,42,4117,-80.9
44719,2022,26,103,8247,100.3
54106,2022,57,121,11958,
54106,2023,225,575,57626,381.9
54106,2024,150,385,39418,-31.6
9242,2018,1189,2713,592368,
9242,2019,1272,2359,642983,8.5
9242,2020,1104,2461,583062,-9.3
9242,2021,1198,2423,697004,19.5
9242,2022,1486,2776,934485,34.1
9242,2023,1357,2753,815124,-12.8
9242,2024,647,1026,245535,-69.9
46369,2018,90,93,10664,
46369,2019,168,169,21900,105.4
46369,2020,276,280,40495,84.9
46369,2021,252,253,38129,-5.8
46369,2022,250,251,37271,-2.3
46369,2023,186,188,27829,-25.3
31460,2019,47,47,725,
31460,2020,1452,1454,26527,3556.5
31460,2021,8331,8349,157849,495.0
31460,2022,7775,7816,143265,-9.2
31460,2023,5805,5857,103997,-27.4
31460,2024,2710,2782,54360,-47.7
14659,2020,315,5117,46955,
14659,2021,1867,33599,406135,764.9
14659,2022,2847,38972,641039,57.8
14659,2023,3298,42135,723845,12.9
14659,2024,1628,26903,370156,-48.9
40200,2020,16,201,5962,
40200,2021,296,4224,172171,2788.0
40200,2022,182,2438,86053,-50.0
35406,2018,2924,4167,58909,
35406,2019,2516,3552,57393,-2.6
35406,2020,1929,2759,45302,-21.1
35406,2021,1526,2220,35647,-21.3
35406,2022,1809,2698,66101,85.4
35406,2023,1505,2188,56332,-14.8
35406,2024,1283,1857,47991,-14.8
30823,2018,56,56,6897,
30823,2019,154,156,13892,101.4
30823,2020,449,458,43297,211.7
30823,2021,380,384,49090,13.4
30823,2022,839,850,101635,107.0
30823,2023,1189,1204,156463,53.9
30823,2024,1101,1105,139712,-10.7
24376,2018,2779,2919,56467,
24376,2019,3572,3715,91581,62.2
24376,2020,4924,5790,126307,37.9
24376,2021,5590,6632,143831,13.9
24376,2022,6964,8223,173880,20.9
24376,2023,4486,4991,158136,-9.1
24376,2024,3607,4071,101696,-35.7
4185,2018,1422,22460,1611067,
4185,2019,1413,24345,1757697,9.1
4185,2020,1372,27265,1955509,11.3
4185,2021,1473,30436,2182074,11.6
4185,2022,1658,32302,2326043,6.6
4185,2023,1071,17663,1304445,-43.9
4185,2024,730,12613,901734,-30.9
27679,2018,1475,2268,74657,
27679,2019,1491,2423,96339,29.0
27679,2020,1426,2715,104329,8.3
27679,2021,1872,2967,132290,26.8
27679,2022,1270,2186,99502,-24.8
27679,2023,1252,2163,103532,4.1
27679,2024,448,715,39420,-61.9
47993,2020,27,110,7414,
47993,2021,182,693,49575,568.7
47993,2022,166,623,48005,-3.2
47993,2023,138,465,38392,-20.0
47993,2024,48,189,16056,-58.2
38874,2018,2944,3005,53182,
38874,2019,3578,3681,59751,12.4
38874,2020,3683,3804,58650,-1.8
38874,2021,5256,5533,79685,35.9
38874,2022,2352,2426,38483,-51.7
7039,2018,3411,3412,1091600,
7039,2019,3413,3413,1092000,0.0
7039,2020,3134,3134,1002880,-8.2
7039,2021,2769,2773,886960,-11.6
7039,2022,2032,2032,650160,-26.7
7039,2023,2871,2871,918480,41.3
7039,2024,2573,2573,823200,-10.4
13215,2018,2874,3265,411170,
13215,2019,4402,4776,418043,1.7
13215,2020,1510,1655,106534,-74.5
13215,2021,1137,1414,149435,40.3
13215,2022,3030,3536,354954,137.5
13215,2023,4890,5697,565415,59.3
13215,2024,4806,5824,594411,5.1
19173,2020,165,167,88631,
19173,2021,646,648,313612,253.8
19173,2022,472,479,231026,-26.3
19173,2023,787,796,402730,74.3
19173,2024,632,684,320948,-20.3
30871,2018,26,26,669,
30871,2020,869,911,25671,
30871,2021,6961,7124,170657,564.8
30871,2022,7549,8021,195967,14.8
30871,2023,3401,3643,97214,-50.4
30871,2024,790,851,19087,-80.4
19699,2018,8245,11192,185462,
19699,2019,9412,12414,216489,16.7
19699,2020,6068,7086,135811,-37.3
19699,2021,4120,4338,103107,-24.1
19699,2022,4695,5040,174622,69.4
19699,2023,6565,13464,203130,16.3
19699,2024,7053,11945,270793,33.3
24170,2018,1021,1075,53595,
24170,2019,2208,2336,124412,132.1
24170,2020,1976,2321,138325,11.2
24170,2021,2205,2395,151889,9.8
24170,2022,2671,2891,184945,21.8
24170,2023,2004,2107,138422,-25.2
24170,2024,924,1072,76027,-45.1
37321,2018,4588,4794,55358,
37321,2019,4456,4658,56838,2.7
37321,2020,3945,4203,72745,28.0
37321,2021,2858,2972,61423,-15.6
37321,2022,2922,2989,52960,-13.8
37321,2023,5587,5742,18239,-65.6
37321,2024,2448,2518,4162,-77.2
26342,2018,5268,5668,563641,
26342,2019,1359,1499,161594,-71.3
43715,2018,1118,1663,27125,
43715,2019,1259,1630,52632,94.0
43715,2020,1016,1176,36386,-30.9
43715,2021,903,909,25548,-29.8
43715,2022,1148,1150,32289,26.4
43715,2023,1221,1224,24815,-23.1
43715,2024,916,918,10581,-57.4
45993,2018,388,388,36592,
45993,2019,334,341,32485,-11.2
45993,2020,200,201,20100,-38.1
45993,2021,340,343,33933,68.8
45993,2022,437,439,43662,28.7
45993,2023,138,138,13800,-68.4
4945,2018,99,124,348492,
4945,2019,352,425,1087233,212.0
4945,2020,338,422,1218616,12.1
4945,2021,403,492,1486767,22.0
4945,2022,474,599,1577193,6.1
4945,2023,535,717,1949530,23.6
4945,2024,618,814,2322951,19.2
14922,2018,645,656,85697,
14922,2019,1783,1902,138703,61.9
14922,2020,3453,3455,223103,60.8
14922,2021,6874,6908,388702,74.2
14922,2022,6844,6858,432353,11.2
14922,2023,6954,6968,533725,23.4
14922,2024,4497,4511,328814,-38.4
25209,2020,578,682,16348,
25209,2021,6492,8153,225530,1279.6
25209,2022,5959,7794,193611,-14.2
25209,2023,6148,8512,210975,9.0
25209,2024,5182,6911,148576,-29.6
30842,2019,12,20,2241,
30842,2021,300,727,91310,
30842,2022,420,927,115115,26.1
30842,2023,587,1378,151383,31.5
30842,2024,568,1385,150193,-0.8
33854,2019,520,556,18499,
33854,2020,1878,2018,36913,99.5
33854,2021,2564,2811,79664,115.8
33854,2022,2628,2958,97818,22.8
33854,2023,2522,2670,95476,-2.4
33854,2024,1925,2022,80602,-15.6
6485,2018,14992,15411,992550,
6485,2019,18899,19461,1172675,18.1
6485,2020,16723,17111,1033461,-11.9
6485,2021,17047,17533,1224126,18.4
6485,2022,13721,13965,969270,-20.8
6485,2023,14764,15018,1039133,7.2
6485,2024,10766,10932,737023,-29.1
54017,2018,437,498,41962,
54017,2019,335,345,31199,-25.6
54017,2020,92,105,10118,-67.6
54017,2021,12,12,1821,-82.0
54017,2022,84,85,9622,428.5
54017,2023,28,28,3744,-61.1
54017,2024,105,107,11140,197.6
4067,2018,52038,55188,3348687,
4067,2019,45775,49115,1904097,-43.1
4067,2020,44774,47383,1564576,-17.8
4067,2021,38576,40487,1481417,-5.3
4067,2022,28107,29377,1191373,-19.6
4067,2023,34403,35559,1478312,24.1
4067,2024,31627,32646,1471238,-0.5
22839,2018,1154,1557,85748,
22839,2019,919,1808,70639,-17.6
22839,2020,1620,3547,131885,86.7
22839,2021,1963,4670,150367,14.0
22839,2022,2163,3947,163288,8.6
22839,2023,3397,5583,198827,21.8
22839,2024,2766,4545,169214,-14.9
29715,2018,538,1569,29424,
29715,2019,1165,4085,84549,187.3
29715,2020,694,2127,51242,-39.4
29715,2021,779,2659,63130,23.2
29715,2022,1387,3924,94680,50.0
29715,2023,1784,5407,133471,41.0
29715,2024,837,2869,99111,-25.7
10942,2019,480,1566,159303,
10942,2020,695,2062,207660,30.4
10942,2021,1600,5129,528090,154.3
10942,2022,2429,8397,875366,65.8
10942,2023,2401,8162,883810,1.0
10942,2024,1987,7299,866328,-2.0
8309,2018,31045,33938,1440711,
8309,2019,13654,13845,571789,-60.3
8309,2020,14332,16492,659159,15.3
8309,2021,23286,26716,930715,41.2
8309,2022,17785,18915,541009,-41.9
8309,2023,19555,20041,576180,6.5
8309,2024,19117,19472,500361,-13.2
46287,2022,257,609,63799,
46287,2023,300,705,70964,11.2
46287,2024,141,328,42390,-40.3
50330,2020,176,178,2036,
50330,2021,2448,2598,51713,2440.2
50330,2022,2217,2416,44177,-14.6
50330,2023,1679,1982,30166,-31.7
50330,2024,720,862,9646,-68.0
27822,2020,1035,1188,27706,
27822,2021,6975,7890,198230,615.5
27822,2022,7217,7777,203854,2.8
27822,2023,5832,6490,143909,-29.4
27822,2024,2815,3276,69480,-51.7
14642,2019,401,2192,122212,
14642,2020,856,4748,223706,83.0
14642,2021,1085,6652,401094,79.3
14642,2022,1604,9657,636583,58.7
14642,2023,1448,8740,540379,-15.1
14642,2024,713,4375,268399,-50.3
47645,2018,690,898,98330,
47645,2019,574,623,51522,-47.6
47645,2020,62,62,12928,-74.9
15448,2020,37,446,16598,
15448,2021,116,469,28967,74.5
15448,2022,680,11680,541800,1770.4
15448,2023,928,12908,881187,62.6
15448,2024,741,7819,544444,-38.2
43056,2020,113,114,12373,
43056,2021,361,370,27531,122.5
43056,2022,670,688,71400,159.3
43056,2023,794,812,69759,-2.3
43056,2024,390,397,37899,-45.7
12897,2021,13,15,34920,
12897,2022,22,22,61391,75.8
12897,2023,371,383,1137370,1752.7
12897,2024,453,468,1478529,30.0
31943,2018,4258,5653,138733,
31943,2019,3586,4883,148692,7.2
31943,2020,2833,3977,119727,-19.5
31943,2021,1608,2273,61602,-48.5
22193,2018,6311,7568,437398,
22193,2019,4699,5188,299890,-31.4
22193,2020,1303,1501,82990,-72.3
22193,2021,862,1096,39730,-52.1
22193,2022,479,639,29500,-25.7
22193,2023,1425,2127,92536,213.7
22193,2024,818,1239,47203,-49.0
20676,2018,4791,5344,151815,
20676,2019,3623,4137,142341,-6.2
20676,2020,2675,3071,94570,-33.6
20676,2021,3412,3955,137131,45.0
20676,2022,2668,2792,125010,-8.8
20676,2023,3931,4469,188036,50.4
20676,2024,3919,4667,337268,79.4
1725,2018,480,5365,467057,
1725,2019,693,8073,627025,34.3
1725,2020,2190,47267,2103138,235.4
1725,2021,5128,133472,5814336,176.5
1725,2022,5137,138368,6673604,14.8
1725,2023,5322,141713,6765261,1.4
1725,2024,5144,134190,7352496,8.7
14122,2020,2013,2593,87170,
14122,2021,15197,18917,591725,578.8
14122,2022,14830,18239,600868,1.5
14122,2023,14397,17425,584659,-2.7
14122,2024,11266,13406,464763,-20.5
